amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	is-sold-by-ab 
302-8228271-6473139		2020-07-27T10:44:31+00:00	2020-08-26T12:22:52+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	19.31							Neustrelitz	Mecklenburg-Vorpommern	17235	DE		false			false
303-0895762-0774759		2020-08-06T06:54:58+00:00	2020-08-26T12:21:43+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	19.31	6.17	0.85					Bad Mitterndorf	Steiermark	8983	AT		false			false
028-2756562-3817103		2020-08-10T15:40:17+00:00	2020-08-26T12:12:55+00:00	Shipped	Merchant	Amazon.de			Standard	WiFi Beamer 5000 Lumen, VANKYO Leisure 470 Wireless Beamer, Support 1080P Full HD Heimkino Beamer WLAN, kompatibel mit TV Stick, HDMI, SD, AV, VGA, US	VNTP1-L470-DEWH0A-AC1SC1FBM	B084WQCCH8	Shipped	1	EUR	149.99	15.17					34.48		Berlin		12053	DE	VPC-4-7164121 Coupon	false			false
303-8960684-7280362		2020-08-09T13:34:03+00:00	2020-08-26T12:06:28+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision 3MP WLAN IP Kamera Ãberwachungskamera 360Â° Schwenkbare Kamera Baby/Haustier/Zuhause Monitor, Innenraumsicherung mit Nachtsicht Gegensprec	VNTP1-H302-DEBK0A-AC1SC2	B083BSDND9	Shipped	1	EUR	49.99	6.21					4.31		IbbenbÃ¼ren	Nordrhein-Westfalen	49479	DE	VPC-4-7134973 Coupon	false			false
302-2346622-2866735	302-2346622-2866735	2020-08-12T21:05:55+00:00	2020-08-26T12:00:57+00:00	Shipped	Amazon	Amazon.de			Expedited	VANKYO Leisure 430 Mini Beamer, 5000 Lumen Heimkino Beamer, Support 1080P Full HD mit 60000 Stunden LED, kompatibel mit TV Stick, HDMI, SD, AV, VGA, U	VNTP1-L430XX-DEWH0A-AC1SC1	B07WHWZXKF	Shipped	1	EUR	89.99	9.93					15.52		Berlin	Berlin	12359	DE	VPC-4-7203708 Coupon	false			false
306-4014478-1051508		2020-08-10T01:38:31+00:00	2020-08-25T20:19:43+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision Solarpanel fÃ¼r Kamera, wasserdicht IP66 Solarpanel fÃ¼r wiederaufladbare Ãberwachungskamera Energieversorgung mit 4m Kable	VNTP1-SE01-DEBK0A-AC1SC2	B082CX5WP5	Shipped	1	EUR	32.99	4.55							Wehrheim	Hessen	61273	DE		false			false
303-6785754-6801106		2020-07-30T20:56:49+00:00	2020-08-25T17:58:50+00:00	Shipped	Merchant	Amazon.de			Standard	VANKYO Leisure 430 Mini Beamer, 5000 Lumen Heimkino Beamer, Support 1080P Full HD mit 60000 Stunden LED, kompatibel mit TV Stick, HDMI, SD, AV, VGA, U	VNTP1-L430XX-DEWH0A-AC1SC1FBM	B07WHWZXKF	Shipped	1	EUR	89.99	12.41							KÃ¶ln	Deutschland	51065	DE		false			false
028-2038158-5574720		2020-08-01T06:01:39+00:00	2020-08-25T13:32:32+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	19.31							Kelheim	Bayern	93309	DE		false			false
302-2727013-3109915		2020-08-04T10:13:01+00:00	2020-08-25T13:31:17+00:00	Shipped	Merchant	Amazon.de			Expedited	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	19.31							Speyer		67346	DE		false			false
305-6301820-9367547		2020-08-02T11:16:40+00:00	2020-08-25T13:28:48+00:00	Shipped	Merchant	Amazon.de			Standard	Beamer 6800 Lumen, Native 1080p Beamer Full HD, VANKYO Performance V630 Beamer Heimkino, mit Â±50Â°Elektronische Korrektur, unterstÃ¼tzt HDMI USB TV S	VNTP1-V630-DEWH0A-AC1SC2FBM	B082FX64JZ	Shipped	1	EUR	259.99	35.86							Obing	Bayern	83119	DE		false			false
304-8055491-4114769		2020-08-03T19:13:55+00:00	2020-08-25T13:16:55+00:00	Shipped	Merchant	Amazon.de			Standard	SNAPTAIN SP500 Faltbare GPS FPV Drohne mit 1080P Full HD Kamera-Live-Video, GPS Drohne mit GPS-Heimkehr und Gestensteuerung, Kreis fliegen, Follow-Me-	VNTP1-S500-DEBK0A-AC1SC1FBM	B07ZGGNBCF	Shipped	1	EUR	169.99	23.45							MaxhÃ¼tte-Haidhof	Bayern	93142	DE		false			false
302-9251309-3020356		2020-08-02T14:46:25+00:00	2020-08-25T07:13:54+00:00	Shipped	Merchant	Amazon.de			Standard	SNAPTAIN Mini Drohne H823H Plus mit 3 Akkus fÃ¼r 21 Minuten Flugzeit, RC Drone, Quadrocopter Mini Helikopter mit HÃ¶hehalten, Kopfloser Modus, 3D Flip	VNTP1-H82P-DEBU1A-N1S1FBM	B089QPYH1H	Shipped	1	EUR	29.99	4.14							Neustadt		91413	DE		false			false
302-8029582-6155542	302-8029582-6155542	2020-08-23T22:16:33+00:00	2020-08-24T21:58:03+00:00	Shipped	Amazon	Amazon.de			Standard	VANKYO Leisure 430 Mini Beamer, 5000 Lumen Heimkino Beamer, Support 1080P Full HD mit 60000 Stunden LED, kompatibel mit TV Stick, HDMI, SD, AV, VGA, U	VNTP1-L430XX-DEWH0A-AC1SC1	B07WHWZXKF	Shipped	1	EUR	99.99	13.79	3.35					3.35	Hannover		30459	DE	DE Core Free Shipping 2018/04/24 20-00-00	false			false
303-3325420-4278703		2020-07-29T07:01:41+00:00	2020-08-24T14:02:27+00:00	Shipped	Merchant	Amazon.de			Standard	VANKYO Leisure 430 Mini Beamer, 5000 Lumen Heimkino Beamer, Support 1080P Full HD mit 60000 Stunden LED, kompatibel mit TV Stick, HDMI, SD, AV, VGA, U	VNTP1-L430XX-DEWH0A-AC1SC2	B07WHWZXKF	Shipped	1	EUR	89.99	12.41							Greifswald , Hansestadt		17489	DE		false			false
306-8610606-2118767		2020-07-29T07:28:15+00:00	2020-08-24T14:01:00+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	19.31							Erkrath		40699	DE		false			false
028-3811241-9281127		2020-08-03T17:55:47+00:00	2020-08-24T13:59:48+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	19.31	6.17	0.85					Gaishorn	Steiermark	8783	AT		false			false
304-9345141-9225159		2020-08-05T16:47:01+00:00	2020-08-24T13:57:44+00:00	Shipped	Merchant	Amazon.de			Expedited	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	19.31							Urbach	Baden-WÃ¼rttemberg	73660	DE		false			false
303-5321957-5760331	303-5321957-5760331	2020-08-14T11:24:42+00:00	2020-08-24T13:47:34+00:00	Shipped	Amazon	Amazon.de			Standard	Beamer 6800 Lumen, Native 1080p Beamer Full HD, VANKYO Performance V630 Beamer Heimkino, mit Â±50Â°Elektronische Korrektur, unterstÃ¼tzt HDMI USB TV S	VNTP1-V630-DEWH0A-AC1SC2	B082FX64JZ	Shipped	1	EUR	25.0		21.15	2.92			21.55		Kifisia		14561	GR	VPC-4-7224098 Coupon	false			false
303-7778853-7821922		2020-08-01T19:46:12+00:00	2020-08-24T13:46:27+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	19.31							EisenhÃ¼ttenstadt	Brandenburg	15890	DE		false			false
302-7042424-3162706		2020-08-07T06:16:45+00:00	2020-08-24T13:42:57+00:00	Shipped	Merchant	Amazon.de			Standard	Vankyo S8 Tablet 8 Zoll Android Tablet, 2GB RAM, 32 GB ROM, Quad Core, Android 9, 5Mp & 2MP Kamera, IPS HD (1280 x 800), Google GMS zertifiziertes	VNTP1-S8FA-DEBK2A-AC1SC2	B0833Y1289	Shipped	1	EUR	89.98	12.41							krauchenwies	BW	72505	DE		false			false
303-3175756-9150738		2020-08-10T19:12:36+00:00	2020-08-24T13:41:58+00:00	Shipped	Merchant	Amazon.de			Standard	Vankyo S8 Tablet 8 Zoll Android Tablet, 2GB RAM, 32 GB ROM, Quad Core, Android 9, 5Mp & 2MP Kamera, IPS HD (1280 x 800), Google GMS zertifiziertes	VNTP1-S8FA-DEBK2A-AC1SC2	B0833Y1289	Shipped	1	EUR	89.98	10.62					11.2		Traben-Trarbach	Rheinland-Pfalz	56841	DE	VPC-4-6986843 Coupon,S8 & S8 CASE 20%	false			false
303-3175756-9150738		2020-08-10T19:12:36+00:00	2020-08-24T13:41:58+00:00	Shipped	Merchant	Amazon.de			Standard	vankyo SchutzhÃ¼lle fÃ¼r Tablet S8, Folienschutz MatrixPad S8, PU-Lederetui, sehr kompakt, ideal fÃ¼r Tablet	VNTP1-3D0002-DEGY2A-AC1SC2	B083K2G572	Shipped	1	EUR	17.98	2.4					0.53		Traben-Trarbach	Rheinland-Pfalz	56841	DE	VPC-4-6986843 Coupon,S8 & S8 CASE 20%	false			false
305-3640729-5685905		2020-07-24T19:57:53+00:00	2020-08-24T13:35:02+00:00	Shipped	Merchant	Amazon.de			Standard	HeimVision Babyphone mit Kamera, 5 Zoll LCD Baby Monitor, HD 720P Video, Zwei Wege Audio, Temperatur und akustischer Alarm, Nachtsicht, Schlaflied, 11	VNTP1-CSCH-H136-DEWH0A-AC1SC1-FBM	B07VHXWQ54	Shipped	1	EUR	139.99	26.55	7.2	1.3					Brixen	BZ	39042	IT		false			false
